Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating,e_Fuel_Type,e_Model,e_Transmission,e_Color,e_Body_Type,e_Wheel_Drive
mercedes-benz,C Class,29290.0,2020,2000.0,18706.0,Diesel,Semiauto,Grey,Convertible,4X2,2.0,4.0,241.0,155.0,6.3,153.0,0,11,6,33,3,0
mercedes-benz,CLA Class,17390.0,2015,2000.0,42115.0,Petrol,Semiauto,White,Estate,4X4,5.0,5.0,208.0,149.0,6.8,158.0,6,13,6,80,6,1
mercedes-benz,A Class,20290.0,2018,1300.0,25099.0,Petrol,Semiauto,Black,Hatchback,4X2,5.0,5.0,161.0,140.0,8.0,123.0,6,5,6,9,7,0
mercedes-benz,E Class,9895.0,2012,2987.0,94605.0,Diesel,Automatic,White,Convertible,4X2,2.0,4.0,267.0,155.0,6.4,162.0,0,24,1,80,3,0
mercedes-benz,E Class,9995.0,2014,2140.0,75577.0,Diesel,Automatic,White,Saloon,4X2,4.0,5.0,168.0,141.0,8.4,131.0,0,24,1,80,14,0
mercedes-benz,CLA Class,17250.0,2018,1600.0,19000.0,Petrol,Manual,Red,Saloon,4X2,4.0,5.0,121.0,130.0,9.0,152.0,6,13,2,66,14,0
mercedes-benz,CLA Class,19750.0,2018,2200.0,45000.0,Diesel,Semiauto,Black,Estate,4X2,5.0,5.0,168.0,142.0,7.8,144.0,0,13,6,9,6,0
mercedes-benz,E Class,15495.0,2016,2100.0,44000.0,Diesel,Semiauto,Black,Convertible,4X2,2.0,4.0,174.0,143.0,8.7,133.0,0,24,6,9,3,0
mercedes-benz,A Class,13649.0,2018,1600.0,55979.0,Petrol,Manual,Red,Hatchback,4X2,5.0,5.0,121.0,126.0,8.0,131.0,6,5,2,66,7,0
mercedes-benz,C Class,22390.0,2019,2000.0,40761.0,Diesel,Semiauto,Blue,Estate,4X2,5.0,5.0,192.0,145.0,7.0,123.0,0,11,6,10,6,0
mercedes-benz,Vito,6989.0,2011,2143.0,141282.0,Diesel,Manual,BLUE`,Van,4X2,5.0,5.0,137.0,109.0,8.0,140.0,0,76,2,5,16,0
mercedes-benz,Sprinter,14498.0,2018,2143.0,87340.0,Diesel,Manual,YELLOW,Van,4X2,5.0,5.0,141.0,94.0,8.0,140.0,0,40,2,82,16,0
mercedes-benz,C Class,21450.0,2018,1950.0,45247.0,Diesel,Automatic,Blue,Coupe,4X2,2.0,4.0,241.0,155.0,6.0,129.0,0,11,1,10,4,0
mercedes-benz,A Class,16950.0,2018,1332.0,45051.0,Petrol,Automatic,Red,Hatchback,4X2,5.0,5.0,161.0,140.0,8.0,123.0,6,5,1,66,7,0
mercedes-benz,E Class,19991.0,2017,1950.0,87991.0,Diesel,Automatic,White,Coupe,4X2,2.0,4.0,192.0,150.0,7.4,119.0,0,24,1,80,4,0
mercedes-benz,200,19995.0,2018,1595.0,26410.0,Petrol,Automatic,Cosmos Black,SUV,4X2,5.0,5.0,154.0,134.0,8.1,148.0,6,0,1,19,13,0
